customer_id,age,gender,state,product_category,season,previous_purchases,purchase_amount_usd,discount_applied,discount_pct,payment_method,shipping_type,review_rating,return_rate,promo_dependency_score,clv_proxy,value_tier,satisfaction_flag,loyal_behavioural,loyal_value_weighted,age_band,high_spend_flag,discount_only_buyer
CUST01020,28,Male,California,Footwear,Spring,21,119.01,0,0,Debit Card,Free Shipping,4.8,0.03,0.0,2499.21,High,1,1,1,25-34,1,0
CUST01021,26,Female,Illinois,Footwear,Summer,11,154.12,0,0,Credit Card,Free Shipping,5.0,0.07,0.0,1695.3200000000002,High,1,1,1,25-34,1,0
CUST01022,51,Female,Colorado,Footwear,Summer,7,52.77,0,0,Debit Card,Overnight,1.8,0.45,0.15,369.39000000000004,Mid,0,1,0,45-54,0,0
CUST01023,29,Female,Florida,Footwear,Winter,5,72.72,1,15,Credit Card,Standard,2.1,0.4,0.825,363.6,Mid,0,0,0,25-34,0,0
CUST01024,52,Male,Georgia,Clothing,Fall,28,224.41,0,0,Debit Card,Standard,3.2,0.05,0.0,6283.48,High,0,1,0,45-54,1,0
CUST01025,52,Male,Illinois,Outerwear,Spring,27,130.47,1,15,PayPal,Express,3.7,0.01,0.675,3522.69,High,0,0,0,45-54,1,0
CUST01026,18,Male,California,Footwear,Winter,3,80.24,1,10,Debit Card,Free Shipping,3.7,0.52,0.617,240.71999999999997,Mid,0,0,0,18-24,0,0
CUST01027,57,Female,Texas,Footwear,Summer,5,43.91,1,15,Buy Now Pay Later,Standard,3.1,0.29,0.675,219.54999999999998,Mid,0,0,0,55-64,0,0
CUST01028,39,Female,North Carolina,Outerwear,Fall,9,134.86,0,0,Credit Card,Free Shipping,5.0,0.04,0.0,1213.7400000000002,High,1,1,1,35-44,1,0
CUST01029,46,Female,Georgia,Footwear,Summer,6,120.64,0,0,Debit Card,Standard,2.2,0.16,0.15,723.84,High,0,0,0,45-54,1,0
CUST01030,25,Male,Massachusetts,Footwear,Spring,5,121.68,0,0,PayPal,Free Shipping,2.0,0.53,0.15,608.4000000000001,High,0,0,0,25-34,1,0
CUST01031,28,Male,California,Outerwear,Fall,1,65.27,1,20,Debit Card,Free Shipping,4.8,0.12,0.733,65.27,Low,1,0,0,25-34,0,1
CUST01032,58,Male,Michigan,Clothing,Summer,7,69.58,1,5,Debit Card,Express,1.8,0.24,0.708,487.06,Mid,0,0,0,55-64,0,0
CUST01033,54,Non-binary,Texas,Accessories,Summer,3,131.65,0,0,Credit Card,Standard,2.1,0.05,0.15,394.95000000000005,Mid,0,0,0,45-54,1,0
CUST01034,31,Female,California,Accessories,Spring,1,73.41,0,0,Debit Card,Free Shipping,2.2,0.31,0.15,73.41,Low,0,0,0,25-34,0,0
CUST01035,47,Female,Michigan,Clothing,Winter,5,78.27,1,10,Credit Card,Express,1.0,0.06,0.767,391.34999999999997,Mid,0,0,0,45-54,0,0
CUST01036,52,Male,New York,Footwear,Spring,22,130.52,1,5,Buy Now Pay Later,Overnight,4.0,0.07,0.558,2871.44,High,1,0,1,45-54,1,0
CUST01037,38,Female,Arizona,Footwear,Spring,5,87.06,1,10,Credit Card,Express,1.0,0.15,0.767,435.3,Mid,0,0,0,35-44,1,0
CUST01038,54,Female,Texas,Footwear,Summer,3,29.73,1,20,Apple Pay,Standard,2.4,0.3,0.883,89.19,Low,0,0,0,45-54,0,1
CUST01039,22,Male,Washington,Outerwear,Spring,1,63.52,1,15,PayPal,Free Shipping,2.0,0.31,0.825,63.52,Low,0,0,0,18-24,0,1
CUST01040,36,Female,Massachusetts,Clothing,Spring,6,88.23,0,0,Credit Card,Standard,1.0,0.33,0.15,529.38,High,0,0,0,35-44,1,0
CUST01041,31,Female,New York,Footwear,Fall,6,121.19,0,0,Debit Card,Free Shipping,1.0,0.36,0.15,727.14,High,0,0,0,25-34,1,0
CUST01042,43,Female,Colorado,Accessories,Winter,3,78.99,0,0,Apple Pay,Standard,4.8,0.32,0.0,236.96999999999997,Mid,1,0,0,35-44,0,0
CUST01043,21,Female,Texas,Clothing,Winter,5,17.0,1,15,Apple Pay,Overnight,5.0,0.18,0.675,85.0,Low,1,0,0,18-24,0,1
CUST01044,42,Male,Arizona,Clothing,Spring,5,61.12,1,5,Credit Card,Standard,2.1,0.45,0.708,305.59999999999997,Mid,0,0,0,35-44,0,0
CUST01045,62,Male,New York,Outerwear,Fall,2,102.05,1,25,Credit Card,Standard,1.0,0.31,0.942,204.1,Low,0,0,0,55-64,1,1
CUST01046,59,Non-binary,Texas,Accessories,Winter,5,85.97,1,5,Credit Card,Standard,4.4,0.04,0.558,429.85,Mid,1,0,0,55-64,1,0
CUST01047,42,Male,New York,Footwear,Spring,12,220.98,0,0,Credit Card,Overnight,4.8,0.19,0.0,2651.7599999999998,High,1,1,1,35-44,1,0
CUST01048,35,Female,Texas,Accessories,Spring,7,42.23,1,15,Debit Card,Express,1.1,0.32,0.825,295.60999999999996,Mid,0,0,0,35-44,0,0
CUST01049,57,Female,Massachusetts,Clothing,Winter,7,93.17,1,5,Apple Pay,Free Shipping,4.1,0.48,0.558,652.19,High,1,0,0,55-64,1,0
CUST01050,25,Female,Florida,Clothing,Summer,1,60.95,0,0,Debit Card,Standard,3.1,0.23,0.0,60.95,Low,0,0,0,25-34,0,0
CUST01051,56,Non-binary,Texas,Clothing,Summer,1,81.66,1,5,PayPal,Overnight,2.7,0.68,0.708,81.66,Low,0,0,0,55-64,0,1
CUST01052,57,Male,Florida,Outerwear,Spring,2,52.36,1,10,PayPal,Free Shipping,1.0,0.42,0.767,104.72,Low,0,0,0,55-64,0,1
CUST01053,31,Male,New York,Clothing,Spring,6,45.7,1,15,Debit Card,Standard,1.8,0.31,0.825,274.20000000000005,Mid,0,0,0,25-34,0,0
CUST01054,49,Male,Georgia,Outerwear,Summer,3,71.5,0,0,Credit Card,Express,4.0,0.18,0.0,214.5,Low,1,0,0,45-54,0,0
CUST01055,55,Male,Michigan,Outerwear,Summer,18,201.12,1,5,PayPal,Express,3.8,0.05,0.558,3620.16,High,0,0,0,55-64,1,0
CUST01056,50,Male,Florida,Outerwear,Fall,4,83.05,0,0,Apple Pay,Standard,5.0,0.17,0.0,332.2,Mid,1,0,0,45-54,0,0
CUST01057,40,Male,Virginia,Accessories,Winter,1,75.26,0,0,PayPal,Standard,2.1,0.08,0.15,75.26,Low,0,0,0,35-44,0,0
CUST01058,32,Female,Washington,Outerwear,Spring,3,117.24,1,5,Credit Card,Overnight,4.0,0.41,0.558,351.71999999999997,Mid,1,0,0,25-34,1,0
CUST01059,50,Female,Texas,Clothing,Spring,16,165.63,0,0,Credit Card,Standard,4.3,0.06,0.0,2650.08,High,1,1,1,45-54,1,0
CUST01060,42,Male,Colorado,Clothing,Winter,2,94.77,1,30,Credit Card,Overnight,2.9,0.42,1.0,189.54,Low,0,0,0,35-44,1,1
CUST01061,34,Male,Illinois,Clothing,Summer,4,79.34,0,0,Debit Card,Free Shipping,2.7,0.17,0.15,317.36,Mid,0,0,0,25-34,0,0
CUST01062,50,Female,Arizona,Outerwear,Winter,6,61.84,0,0,PayPal,Express,4.2,0.53,0.0,371.04,Mid,1,0,0,45-54,0,0
CUST01063,64,Male,Virginia,Clothing,Summer,3,76.31,1,20,Credit Card,Express,1.1,0.37,0.883,228.93,Mid,0,0,0,55-64,0,0
CUST01064,19,Male,Florida,Accessories,Summer,13,239.5,0,0,Apple Pay,Standard,3.9,0.02,0.0,3113.5,High,0,1,0,18-24,1,0
CUST01065,31,Male,Massachusetts,Clothing,Fall,18,227.37,0,0,Debit Card,Free Shipping,4.9,0.23,0.0,4092.66,High,1,1,1,25-34,1,0
CUST01066,57,Female,Georgia,Clothing,Spring,17,258.66,0,0,PayPal,Standard,5.0,0.15,0.0,4397.22,High,1,1,1,55-64,1,0
CUST01067,57,Male,Florida,Clothing,Summer,1,119.88,0,0,Buy Now Pay Later,Express,5.0,0.17,0.0,119.88,Low,1,0,0,55-64,1,0
CUST01068,56,Non-binary,Washington,Outerwear,Summer,11,99.55,1,5,Credit Card,Free Shipping,4.8,0.21,0.558,1095.05,High,1,0,1,55-64,1,0
CUST01069,23,Male,New York,Accessories,Spring,5,103.82,0,0,Apple Pay,Express,5.0,0.51,0.0,519.0999999999999,High,1,0,0,18-24,1,0
CUST01070,23,Female,Michigan,Outerwear,Summer,2,55.97,1,5,Credit Card,Overnight,1.1,0.33,0.708,111.94,Low,0,0,0,18-24,0,1
CUST01071,20,Male,Arizona,Footwear,Summer,1,79.69,0,0,Debit Card,Express,3.8,0.63,0.0,79.69,Low,0,0,0,18-24,0,0
CUST01072,24,Male,California,Outerwear,Spring,4,40.89,1,5,Apple Pay,Standard,1.0,0.16,0.708,163.56,Low,0,0,0,18-24,0,1
CUST01073,25,Female,New York,Accessories,Spring,1,121.05,0,0,Apple Pay,Free Shipping,4.9,0.28,0.0,121.05,Low,1,0,0,25-34,1,0
CUST01074,59,Female,Arizona,Footwear,Fall,7,88.02,1,5,Debit Card,Standard,2.2,0.53,0.708,616.14,High,0,0,0,55-64,1,0
CUST01075,32,Female,California,Accessories,Spring,5,85.61,1,15,Debit Card,Overnight,4.9,0.1,0.675,428.05,Mid,1,0,0,25-34,1,0
CUST01076,64,Female,California,Accessories,Summer,6,80.58,1,10,PayPal,Standard,2.3,0.46,0.767,483.48,Mid,0,0,0,55-64,0,0
CUST01077,46,Female,Florida,Footwear,Spring,3,85.13,0,0,Apple Pay,Free Shipping,5.0,0.41,0.0,255.39,Mid,1,0,0,45-54,0,0
CUST01078,50,Female,New York,Footwear,Spring,7,78.47,1,15,Credit Card,Standard,1.0,0.46,0.825,549.29,High,0,0,0,45-54,0,0
CUST01079,47,Female,Florida,Footwear,Spring,3,84.98,0,0,Apple Pay,Express,1.0,0.04,0.15,254.94,Mid,0,0,0,45-54,0,0
CUST01080,56,Male,Texas,Footwear,Spring,3,125.86,0,0,Debit Card,Express,5.0,0.56,0.0,377.58,Mid,1,0,0,55-64,1,0
CUST01081,44,Male,Texas,Clothing,Fall,7,34.11,1,5,Debit Card,Express,1.3,0.38,0.708,238.76999999999998,Mid,0,0,0,35-44,0,0
CUST01082,53,Male,Colorado,Footwear,Winter,7,54.66,0,0,Debit Card,Standard,1.2,0.29,0.15,382.62,Mid,0,1,0,45-54,0,0
CUST01083,46,Female,Illinois,Clothing,Fall,28,151.99,1,10,Debit Card,Express,4.0,0.04,0.617,4255.72,High,1,0,1,45-54,1,0
CUST01084,55,Male,Texas,Accessories,Winter,2,74.59,1,5,Buy Now Pay Later,Standard,2.9,0.08,0.708,149.18,Low,0,0,0,55-64,0,1
CUST01085,50,Male,New York,Footwear,Spring,2,108.06,1,10,Debit Card,Express,2.9,0.34,0.767,216.12,Low,0,0,0,45-54,1,1
CUST01086,54,Female,Washington,Outerwear,Summer,3,37.29,0,0,Buy Now Pay Later,Standard,5.0,0.67,0.0,111.87,Low,1,0,0,45-54,0,0
CUST01087,44,Female,California,Clothing,Spring,4,103.99,0,0,Credit Card,Express,3.2,0.31,0.0,415.96,Mid,0,0,0,35-44,1,0
CUST01088,50,Female,California,Clothing,Winter,25,130.57,1,10,PayPal,Standard,3.1,0.33,0.617,3264.25,High,0,0,0,45-54,1,0
CUST01089,21,Male,California,Clothing,Spring,4,114.86,0,0,Apple Pay,Free Shipping,5.0,0.21,0.0,459.44,Mid,1,0,0,18-24,1,0
CUST01090,39,Female,North Carolina,Clothing,Summer,7,88.92,1,10,PayPal,Express,5.0,0.09,0.617,622.44,High,1,0,1,35-44,1,0
CUST01091,19,Male,Georgia,Footwear,Spring,11,132.25,0,0,PayPal,Standard,4.2,0.22,0.0,1454.75,High,1,1,1,18-24,1,0
CUST01092,27,Male,Georgia,Footwear,Spring,3,40.17,1,20,Debit Card,Express,2.5,0.54,0.883,120.51,Low,0,0,0,25-34,0,1
CUST01093,22,Male,Colorado,Footwear,Fall,5,72.74,1,25,Apple Pay,Free Shipping,1.8,0.43,0.942,363.7,Mid,0,0,0,18-24,0,0
CUST01094,27,Male,Arizona,Outerwear,Spring,16,235.75,0,0,Apple Pay,Standard,3.8,0.29,0.0,3772.0,High,0,1,0,25-34,1,0
CUST01095,50,Male,Florida,Clothing,Spring,12,225.9,0,0,Credit Card,Overnight,2.8,0.25,0.15,2710.8,High,0,1,0,45-54,1,0
CUST01096,55,Female,Arizona,Clothing,Winter,1,112.39,0,0,Apple Pay,Express,4.0,0.08,0.0,112.39,Low,1,0,0,55-64,1,0
CUST01097,30,Male,California,Clothing,Spring,5,116.15,1,15,Debit Card,Standard,1.7,0.23,0.825,580.75,High,0,0,0,25-34,1,0
CUST01098,48,Female,Arizona,Outerwear,Winter,25,200.81,0,0,Credit Card,Free Shipping,4.8,0.07,0.0,5020.25,High,1,1,1,45-54,1,0
CUST01099,64,Female,Ohio,Footwear,Winter,5,112.54,0,0,Apple Pay,Standard,5.0,0.31,0.0,562.7,High,1,0,0,55-64,1,0
CUST01100,53,Male,Illinois,Footwear,Fall,9,189.05,0,0,Debit Card,Standard,3.7,0.16,0.0,1701.45,High,0,1,0,45-54,1,0
CUST01101,62,Female,New York,Clothing,Spring,7,67.35,1,15,Apple Pay,Free Shipping,3.9,0.24,0.675,471.44999999999993,Mid,0,0,0,55-64,0,0
CUST01102,41,Male,Texas,Clothing,Spring,20,203.57,0,0,Credit Card,Express,4.1,0.11,0.0,4071.3999999999996,High,1,1,1,35-44,1,0
CUST01103,32,Female,Arizona,Outerwear,Spring,4,78.07,1,20,Credit Card,Free Shipping,1.0,0.5,0.883,312.28,Mid,0,0,0,25-34,0,0
CUST01104,46,Male,Colorado,Clothing,Fall,29,148.38,0,0,Debit Card,Express,4.2,0.02,0.0,4303.0199999999995,High,1,1,1,45-54,1,0
CUST01105,25,Male,Virginia,Footwear,Spring,2,207.93,0,0,Credit Card,Overnight,1.0,0.06,0.15,415.86,Mid,0,0,0,25-34,1,0
CUST01106,22,Male,New York,Clothing,Spring,3,87.02,1,10,PayPal,Free Shipping,4.1,0.34,0.617,261.06,Mid,1,0,0,18-24,1,0
CUST01107,46,Female,Georgia,Clothing,Summer,7,68.04,0,0,Credit Card,Standard,2.8,0.23,0.15,476.28000000000003,Mid,0,1,0,45-54,0,0
CUST01108,64,Female,Washington,Footwear,Fall,28,138.34,0,0,Debit Card,Free Shipping,5.0,0.03,0.0,3873.52,High,1,1,1,55-64,1,0
CUST01109,21,Male,Virginia,Clothing,Summer,3,40.78,1,20,Credit Card,Express,1.9,0.16,0.883,122.34,Low,0,0,0,18-24,0,1
CUST01110,29,Female,Illinois,Footwear,Summer,6,116.0,0,0,Credit Card,Standard,3.1,0.56,0.0,696.0,High,0,0,0,25-34,1,0
CUST01111,62,Female,Illinois,Footwear,Summer,12,130.19,0,0,PayPal,Express,3.9,0.14,0.0,1562.28,High,0,1,0,55-64,1,0
CUST01112,19,Female,Washington,Accessories,Summer,12,132.32,0,0,Credit Card,Standard,5.0,0.17,0.0,1587.84,High,1,1,1,18-24,1,0
CUST01113,44,Female,Georgia,Footwear,Winter,11,157.06,0,0,PayPal,Overnight,3.2,0.19,0.0,1727.66,High,0,1,0,35-44,1,0
CUST01114,48,Female,Tennessee,Accessories,Winter,6,68.27,1,5,Apple Pay,Express,5.0,0.24,0.558,409.62,Mid,1,0,0,45-54,0,0
CUST01115,53,Female,California,Clothing,Summer,7,60.55,1,20,PayPal,Free Shipping,1.0,0.22,0.883,423.84999999999997,Mid,0,0,0,45-54,0,0
CUST01116,53,Female,California,Footwear,Spring,4,94.73,1,10,Apple Pay,Standard,4.0,0.39,0.617,378.92,Mid,1,0,0,45-54,1,0
CUST01117,43,Male,Tennessee,Accessories,Winter,5,65.13,1,15,Credit Card,Express,1.0,0.23,0.825,325.65,Mid,0,0,0,35-44,0,0
CUST01118,60,Male,Illinois,Clothing,Fall,7,24.8,1,15,Credit Card,Standard,1.0,0.13,0.825,173.6,Low,0,0,0,55-64,0,1
CUST01119,44,Male,Washington,Outerwear,Spring,7,49.52,1,20,Apple Pay,Express,1.1,0.48,0.883,346.64000000000004,Mid,0,0,0,35-44,0,0
CUST01120,22,Female,Florida,Accessories,Fall,3,91.27,1,10,PayPal,Overnight,4.3,0.14,0.617,273.81,Mid,1,0,0,18-24,1,0
CUST01121,37,Female,California,Outerwear,Summer,2,87.34,0,0,PayPal,Overnight,1.3,0.13,0.15,174.68,Low,0,0,0,35-44,1,0
CUST01122,28,Male,Georgia,Outerwear,Spring,1,109.98,1,20,PayPal,Free Shipping,4.8,0.03,0.733,109.98,Low,1,0,0,25-34,1,1
CUST01123,27,Female,Georgia,Accessories,Fall,27,155.41,0,0,Debit Card,Free Shipping,5.0,0.04,0.0,4196.07,High,1,1,1,25-34,1,0
CUST01124,57,Male,New York,Accessories,Summer,7,49.37,1,10,Credit Card,Standard,3.0,0.25,0.617,345.59,Mid,0,0,0,55-64,0,0
CUST01125,55,Male,New York,Accessories,Winter,7,120.8,1,10,PayPal,Standard,3.2,0.24,0.617,845.6,High,0,0,0,55-64,1,0
CUST01126,23,Non-binary,North Carolina,Accessories,Spring,6,129.74,1,5,PayPal,Overnight,2.9,0.36,0.708,778.44,High,0,0,0,18-24,1,0
CUST01127,25,Male,California,Outerwear,Winter,5,60.36,0,0,Debit Card,Express,3.2,0.07,0.0,301.8,Mid,0,0,0,25-34,0,0
CUST01128,40,Male,Virginia,Footwear,Spring,4,94.23,1,10,Apple Pay,Standard,4.8,0.29,0.617,376.92,Mid,1,0,0,35-44,1,0
CUST01129,64,Female,Texas,Clothing,Spring,7,102.9,1,5,Credit Card,Express,3.0,0.17,0.558,720.3000000000001,High,0,0,0,55-64,1,0
CUST01130,43,Female,Washington,Footwear,Fall,4,96.89,0,0,Credit Card,Express,1.8,0.18,0.15,387.56,Mid,0,0,0,35-44,1,0
CUST01131,63,Male,Tennessee,Outerwear,Fall,1,27.6,1,25,Apple Pay,Standard,3.6,0.5,0.792,27.6,Low,0,0,0,55-64,0,1
CUST01132,60,Female,Colorado,Accessories,Spring,4,189.59,0,0,PayPal,Free Shipping,3.8,0.35,0.0,758.36,High,0,0,0,55-64,1,0
CUST01133,29,Female,Florida,Footwear,Winter,7,63.03,1,10,Debit Card,Express,4.9,0.53,0.617,441.21000000000004,Mid,1,0,0,25-34,0,0
CUST01134,43,Male,Colorado,Footwear,Winter,25,151.37,0,0,Credit Card,Standard,4.3,0.11,0.0,3784.25,High,1,1,1,35-44,1,0
CUST01135,30,Male,New York,Clothing,Summer,6,105.45,1,10,Credit Card,Standard,3.8,0.4,0.617,632.7,High,0,0,0,25-34,1,0
CUST01136,57,Female,Texas,Clothing,Summer,5,70.53,0,0,PayPal,Free Shipping,1.0,0.71,0.15,352.65,Mid,0,0,0,55-64,0,0
CUST01137,35,Male,Michigan,Footwear,Winter,16,183.47,0,0,Debit Card,Free Shipping,2.7,0.07,0.15,2935.52,High,0,1,0,35-44,1,0
CUST01138,42,Female,Georgia,Accessories,Winter,4,67.98,1,20,Apple Pay,Overnight,3.2,0.35,0.733,271.92,Mid,0,0,0,35-44,0,0
CUST01139,50,Female,Arizona,Accessories,Winter,3,62.77,0,0,Buy Now Pay Later,Standard,1.0,0.24,0.15,188.31,Low,0,0,0,45-54,0,0
CUST01140,64,Non-binary,New York,Footwear,Summer,3,26.28,1,25,Apple Pay,Free Shipping,4.9,0.28,0.792,78.84,Low,1,0,0,55-64,0,1
CUST01141,57,Male,California,Footwear,Fall,6,53.84,1,25,Debit Card,Overnight,1.9,0.16,0.942,323.04,Mid,0,0,0,55-64,0,0
CUST01142,60,Non-binary,California,Clothing,Fall,4,92.82,1,5,PayPal,Free Shipping,4.6,0.1,0.558,371.28,Mid,1,0,0,55-64,1,0
CUST01143,29,Male,Illinois,Clothing,Fall,3,51.78,1,30,Debit Card,Free Shipping,1.7,0.29,1.0,155.34,Low,0,0,0,25-34,0,1
CUST01144,61,Male,Georgia,Clothing,Winter,9,221.47,0,0,Credit Card,Standard,4.8,0.09,0.0,1993.23,High,1,1,1,55-64,1,0
CUST01145,53,Male,Illinois,Accessories,Fall,2,142.94,0,0,Credit Card,Express,1.1,0.1,0.15,285.88,Mid,0,0,0,45-54,1,0
CUST01146,21,Male,North Carolina,Clothing,Winter,5,74.38,0,0,Debit Card,Standard,4.5,0.54,0.0,371.9,Mid,1,0,0,18-24,0,0
CUST01147,22,Female,California,Accessories,Fall,9,144.84,0,0,Apple Pay,Standard,4.1,0.28,0.0,1303.56,High,1,1,0,18-24,1,0
CUST01148,54,Male,New York,Clothing,Spring,5,91.27,0,0,Credit Card,Free Shipping,5.0,0.42,0.0,456.34999999999997,Mid,1,0,0,45-54,1,0
CUST01149,25,Male,Texas,Accessories,Summer,13,218.46,0,0,Credit Card,Free Shipping,3.6,0.33,0.0,2839.98,High,0,1,0,25-34,1,0
CUST01150,59,Female,Florida,Clothing,Fall,23,163.78,0,0,Buy Now Pay Later,Overnight,2.9,0.48,0.15,3766.94,High,0,1,0,55-64,1,0
CUST01151,45,Male,California,Accessories,Summer,9,140.21,0,0,Credit Card,Express,4.2,0.1,0.0,1261.89,High,1,1,1,45-54,1,0
CUST01152,48,Female,Tennessee,Accessories,Winter,4,56.35,0,0,PayPal,Standard,2.8,0.12,0.15,225.4,Mid,0,0,0,45-54,0,0
CUST01153,26,Male,Texas,Clothing,Fall,1,59.48,0,0,Credit Card,Standard,2.9,0.39,0.15,59.48,Low,0,0,0,25-34,0,0
CUST01154,46,Female,Massachusetts,Outerwear,Winter,4,63.98,0,0,Credit Card,Standard,2.6,0.43,0.15,255.92,Mid,0,0,0,45-54,0,0
CUST01155,31,Female,Florida,Clothing,Spring,6,21.39,1,10,Apple Pay,Express,5.0,0.19,0.617,128.34,Low,1,0,0,25-34,0,1
CUST01156,57,Male,Michigan,Footwear,Winter,4,42.61,0,0,Credit Card,Express,1.9,0.15,0.15,170.44,Low,0,0,0,55-64,0,0
CUST01157,58,Male,Illinois,Outerwear,Fall,1,77.7,1,5,Debit Card,Standard,3.9,0.28,0.558,77.7,Low,0,0,0,55-64,0,1
CUST01158,39,Male,Tennessee,Accessories,Spring,7,58.39,1,10,Credit Card,Free Shipping,4.1,0.32,0.617,408.73,Mid,1,0,0,35-44,0,0
CUST01159,28,Female,California,Outerwear,Summer,11,244.98,0,0,Credit Card,Standard,4.1,0.29,0.0,2694.7799999999997,High,1,1,0,25-34,1,0
CUST01160,40,Male,Georgia,Clothing,Winter,6,106.9,0,0,Credit Card,Free Shipping,2.6,0.4,0.15,641.4000000000001,High,0,0,0,35-44,1,0
CUST01161,18,Male,Massachusetts,Accessories,Winter,24,228.18,0,0,Credit Card,Express,2.6,0.14,0.15,5476.32,High,0,1,0,18-24,1,0
CUST01162,63,Male,California,Accessories,Spring,14,227.71,0,0,Credit Card,Standard,4.8,0.07,0.0,3187.94,High,1,1,1,55-64,1,0
CUST01163,54,Male,California,Clothing,Summer,6,18.32,1,10,PayPal,Free Shipping,4.0,0.04,0.617,109.92,Low,1,0,0,45-54,0,1
CUST01164,38,Female,Florida,Accessories,Winter,3,86.74,0,0,Debit Card,Overnight,1.0,0.28,0.15,260.21999999999997,Mid,0,0,0,35-44,1,0
CUST01165,43,Female,Tennessee,Clothing,Spring,4,52.13,1,15,Credit Card,Express,2.7,0.23,0.825,208.52,Low,0,0,0,35-44,0,1
CUST01166,63,Male,Illinois,Footwear,Winter,1,109.24,0,0,Debit Card,Express,1.0,0.32,0.15,109.24,Low,0,0,0,55-64,1,0
CUST01167,53,Male,Illinois,Outerwear,Summer,4,51.39,1,10,Buy Now Pay Later,Standard,3.0,0.14,0.617,205.56,Low,0,0,0,45-54,0,1
CUST01168,40,Female,California,Clothing,Spring,7,31.45,1,30,Apple Pay,Overnight,1.0,0.29,1.0,220.15,Mid,0,0,0,35-44,0,0
CUST01169,18,Female,California,Clothing,Summer,1,127.97,1,5,PayPal,Free Shipping,1.0,0.46,0.708,127.97,Low,0,0,0,18-24,1,1
CUST01170,57,Male,North Carolina,Accessories,Winter,5,21.89,0,0,Apple Pay,Standard,1.9,0.21,0.15,109.45,Low,0,0,0,55-64,0,0
CUST01171,32,Male,California,Accessories,Winter,2,144.14,0,0,Credit Card,Standard,3.1,0.06,0.0,288.28,Mid,0,0,0,25-34,1,0
CUST01172,38,Male,Arizona,Footwear,Spring,2,84.27,1,5,Debit Card,Free Shipping,4.0,0.24,0.558,168.54,Low,1,0,0,35-44,0,1
CUST01173,64,Female,Massachusetts,Accessories,Fall,6,62.24,1,15,PayPal,Standard,1.0,0.27,0.825,373.44,Mid,0,0,0,55-64,0,0
CUST01174,26,Male,Texas,Clothing,Winter,1,52.4,1,25,PayPal,Overnight,2.2,0.6,0.942,52.4,Low,0,0,0,25-34,0,1
CUST01175,26,Female,Arizona,Footwear,Winter,2,115.8,0,0,Debit Card,Express,4.7,0.13,0.0,231.6,Mid,1,0,0,25-34,1,0
CUST01176,27,Female,California,Outerwear,Summer,3,64.83,1,30,Debit Card,Express,2.7,0.25,1.0,194.49,Low,0,0,0,25-34,0,1
CUST01177,43,Female,Washington,Accessories,Winter,8,178.88,0,0,Buy Now Pay Later,Express,4.0,0.26,0.0,1431.04,High,1,1,0,35-44,1,0
CUST01178,58,Male,Texas,Accessories,Spring,3,78.57,1,5,Apple Pay,Standard,3.9,0.13,0.558,235.70999999999998,Mid,0,0,0,55-64,0,0
CUST01179,52,Male,Georgia,Clothing,Fall,2,55.1,1,20,Debit Card,Standard,1.0,0.14,0.883,110.2,Low,0,0,0,45-54,0,1
CUST01180,42,Male,New York,Clothing,Fall,1,103.0,1,20,PayPal,Overnight,1.8,0.3,0.883,103.0,Low,0,0,0,35-44,1,1
CUST01181,43,Male,Florida,Clothing,Winter,6,68.38,0,0,Credit Card,Overnight,1.2,0.08,0.15,410.28,Mid,0,0,0,35-44,0,0
CUST01182,28,Female,Washington,Accessories,Summer,12,224.81,0,0,Credit Card,Overnight,5.0,0.11,0.0,2697.7200000000003,High,1,1,1,25-34,1,0
CUST01183,55,Non-binary,Texas,Outerwear,Fall,7,71.78,1,25,Debit Card,Express,4.0,0.17,0.792,502.46000000000004,High,1,0,1,55-64,0,0
CUST01184,19,Female,Georgia,Accessories,Fall,2,27.93,1,20,Debit Card,Standard,1.1,0.32,0.883,55.86,Low,0,0,0,18-24,0,1
CUST01185,24,Female,New York,Clothing,Spring,4,129.76,1,5,Credit Card,Standard,4.6,0.25,0.558,519.04,High,1,0,0,18-24,1,0
CUST01186,35,Male,Arizona,Clothing,Summer,3,99.39,0,0,Apple Pay,Free Shipping,3.9,0.36,0.0,298.17,Mid,0,0,0,35-44,1,0
CUST01187,44,Male,Texas,Clothing,Spring,5,20.0,0,0,Debit Card,Express,3.9,0.11,0.0,100.0,Low,0,0,0,35-44,0,0
CUST01188,51,Male,Colorado,Footwear,Winter,6,88.5,1,10,Debit Card,Standard,2.8,0.26,0.767,531.0,High,0,0,0,45-54,1,0
CUST01189,44,Female,California,Accessories,Winter,3,68.34,1,5,Credit Card,Standard,1.9,0.53,0.708,205.02,Low,0,0,0,35-44,0,1
CUST01190,34,Female,Florida,Clothing,Summer,6,129.6,0,0,Credit Card,Standard,1.0,0.39,0.15,777.5999999999999,High,0,0,0,25-34,1,0
CUST01191,60,Female,Texas,Accessories,Winter,21,154.19,1,20,Apple Pay,Standard,2.7,0.35,0.883,3237.99,High,0,0,0,55-64,1,0
CUST01192,61,Male,Georgia,Clothing,Winter,2,80.87,0,0,PayPal,Free Shipping,3.9,0.4,0.0,161.74,Low,0,0,0,55-64,0,0
CUST01193,41,Male,Texas,Clothing,Winter,26,161.06,0,0,Buy Now Pay Later,Free Shipping,2.8,0.1,0.15,4187.56,High,0,1,0,35-44,1,0
